30,356.5,321.5,16,32.25,0.55407
30,416,324.75,13.5,27,0.55378
30,156.5,410.75,14.25,28.25,0.55209
30,284,416.25,12.75,25,0.54966
30,116.75,428.25,14.25,28.25,0.54913
30,492,96.75,13,26.25,0.54838
30,131.75,400.75,16,32.25,0.54337
30,365,329,15,30.25,0.54321
30,52.75,410.75,13.25,26.5,0.54301
30,38,401.75,15.25,30.5,0.53919
30,196.75,387.5,14.25,28.5,0.53822
30,403.75,101.25,12.75,25.5,0.53821
30,596,324.5,14.75,29.25,0.53782
30,236.75,356.75,14,28,0.53666
30,3.5,96,13.25,26.5,0.53642
30,253.75,434,12.5,24.75,0.53551
30,490.75,86.5,17,34.25,0.53512
30,45.75,154.75,160.25,320.5,0.5345
30,253,355.5,15.25,30.25,0.53395
30,210.75,361.5,17.75,35.5,0.53326
30,435.5,405.75,16,32,0.53315
30,201.75,189.75,12.75,25.5,0.53264
30,411.75,326.5,13,26.25,0.53259
30,389.25,326,14.25,28.75,0.53256
30,27,237,12.5,25.5,0.53237
30,336,293,14.75,29,0.53219
30,628.5,172.25,12.25,24.25,0.53167
30,106.5,28,12.25,24.25,0.53017
30,443.75,7.25,12.5,24.75,0.53015
60,181,416.75,13.75,27.5,0.57416
60,173,421,14,28.25,0.56001
60,155.75,411.5,16.5,32.75,0.55326
60,341.25,430.75,14,27.5,0.5515
60,187.25,300.5,16.5,33,0.55061
60,236.5,359.5,13,26.25,0.54993
60,148.25,373,15.25,30.5,0.54751
60,253.75,373,13.25,26.25,0.54565
60,-2.5,7.5,19.25,38.5,0.54471
60,159.25,187,13.5,27.5,0.54206
60,399,374.75,13.75,27.75,0.54013
60,283.75,333.5,12.75,25.5,0.54001
60,477.25,356,12.5,25.25,0.53943
60,391.5,358.5,15,30.25,0.53883
60,84.25,418.75,15.75,31.5,0.53874
60,482.25,201.5,13,25.75,0.53867
60,148.5,427,15,30,0.53864
60,192.25,238.25,12,23.75,0.53821
60,166,169.5,22,44.25,0.53759
60,540.5,430,13.25,26.5,0.53746
60,-8.5,86.25,64.75,129.25,0.53716
60,69.75,418.75,14.25,28.5,0.53661
60,464.25,103.5,23,46.25,0.53564
60,335.75,418.25,13.5,27,0.53443
60,292.75,373.25,13.5,27.25,0.53438
60,467.25,410.5,17.5,35,0.53392
60,198,407.5,12.75,25.75,0.53261
60,125,397.25,14,27.75,0.53229
60,89.75,14.5,15,30,0.53213
60,300.25,407.75,16.25,32.25,0.53205
60,269.5,415,13,25.75,0.53173
60,486.75,405.25,35,70.25,0.53158
60,463.75,392.5,13,25.75,0.53135
60,435.75,128,12.5,25,0.53116
60,172.5,43,12.25,24.5,0.53082
60,307.75,348.75,16,32.25,0.53076
60,243.5,39.75,17,34,0.53051
60,147,274.5,20,40.25,0.53022
60,596,287.5,14.5,28.75,0.53015
90,229,321.25,14.75,29.75,0.57214
90,300,356,15.5,31,0.56237
90,565.75,199.5,13,26.25,0.56167
90,428.75,396,12.5,25.5,0.55256
90,108,379.5,13.5,27.25,0.55137
90,317.75,389.75,13,26.25,0.55129
90,348.5,417.25,15,29.75,0.55025
90,269.25,366.5,13.25,26.25,0.54966
90,109.75,304,13.25,26.75,0.5494
90,244,330.75,13.25,26.25,0.54927
90,380,333.75,13.25,26.5,0.54896
90,204.75,395.25,14.5,29,0.54876
90,260,412.25,15,30,0.54873
90,557,384,12.75,25.5,0.54856
90,428,178,14,28,0.54801
90,126,413.5,12.75,25.5,0.54523
90,581,365.5,16,32,0.54419
90,406,386,15,30.25,0.54411
90,364.5,368.25,15.25,30.5,0.54369
90,604,432.5,15,30.25,0.54363
90,604.25,410,14.5,29,0.54291
90,613,413.5,14.5,29,0.54268
90,613,162.75,14.75,29.5,0.54216
90,252,321.5,14,27.75,0.54163
90,220.25,424.5,15.75,31.5,0.54107
90,92.75,348.25,15,30.25,0.54086
90,116,318.75,16.5,32.75,0.54084
90,584.25,169,12,24,0.54058
90,212.25,368.25,16,32.25,0.54006
90,84.75,360.75,15,30,0.5397
90,23.25,73.75,18.75,37.5,0.53943
90,229.25,296.25,14.25,28.25,0.5391
90,600.25,95.75,40.75,82,0.53849
90,220.5,372.25,14.5,28.75,0.53847
90,187.25,327.75,17.75,35.5,0.53791
90,404.75,67,16.75,33.75,0.53789
90,196,368.75,16,32,0.53786
90,563.75,424.25,16.25,32.25,0.53741
90,608.5,81,11.75,23.5,0.53717
90,525,390.75,13.25,26.25,0.53665
90,466.75,389.75,16.5,32.75,0.53662
90,189.75,424.75,12,24.25,0.53638
90,595.25,383.75,15.75,31.25,0.5361
90,624.75,114.5,16.5,32.75,0.5361
90,300,361.5,14.25,28.25,0.53569
90,443.25,411,14.5,29.25,0.53545
90,86.25,343.5,12.25,24.5,0.53534
90,565.75,327.25,12.75,25.5,0.53528
90,508.75,348.5,14.5,28.75,0.53504
90,80,351.75,12.5,24.75,0.53502
90,354.5,173.25,14,28,0.53486
90,148.75,408.25,12.5,25.25,0.53431
90,259.75,350,16.75,33.5,0.53431
90,82.25,386,19,37.5,0.53402
90,183.5,338.25,12.75,25.5,0.53392
90,86.5,32.25,12.5,24.75,0.53368
90,353.5,86,29,58.25,0.53354
90,195.25,49.5,13.5,27.25,0.53339
90,419.75,351,13.25,26.75,0.53333
90,95,324,14.25,28.25,0.53293
90,580.75,416.75,15,29.75,0.53278
90,459.5,81.5,16.25,32.5,0.53249
90,252,415.5,16.5,32.5,0.53208
90,534,364.5,12.5,25,0.53192
90,134.25,406.75,12.5,24.75,0.53187
90,420,384.75,13.5,27,0.53109
90,412.25,172.5,25,50.25,0.53097
90,52.5,411.25,14.25,28.5,0.53091
90,460.75,121.75,17.75,35.25,0.53072
90,324,373.25,16,32,0.53065
90,412,442.75,15.25,30,0.53025
90,549.5,399.5,13.25,26.25,0.5301
90,324.75,409,14.25,29,0.53004
120,-2,62,16.75,33.75,0.56311
120,428.5,386.75,14.5,29,0.54978
120,452.75,399,14.5,29.25,0.54772
120,445.75,399.25,13,26,0.5459
120,172.75,380.5,14.5,29,0.54522
120,334.75,345.75,16,32,0.54508
120,471,369.5,12.75,25.75,0.54422
120,75.5,337.5,15.75,31.25,0.54376
120,264.25,352.25,12.75,25,0.54367
120,231.25,315.5,14.75,29.5,0.54178
120,528.5,15.25,13.75,27.25,0.53926
120,180.75,372,14.25,28,0.53907
120,196.75,15,15.25,30.5,0.53867
120,43.5,416.5,15.5,30.5,0.53867
120,-1.75,23.25,15.25,30.5,0.53812
120,464,107.25,12.75,25,0.53751
120,587.5,386.5,13.75,27.75,0.53641
120,115.75,421.25,13.5,27,0.53609
120,389.5,175.75,12.5,25.25,0.53603
120,150.5,365,13,25.75,0.53575
120,364.25,160.5,12,24.25,0.53475
