30,486,-6,26,52,0.005087
30,380.75,59.25,51.5,103,0.0006744
30,388.5,351.75,69,138.25,0.00026281
60,36,170,16,32,0.003212
60,124.25,56.5,19.25,38.75,0.0042479
60,153.5,60.75,20.25,40.5,0.040824
60,466.75,105,25.5,51.25,0.034226
60,413.25,424,31.5,63.25,0.00050581
60,302.75,66.75,38.5,77,0.0064002
60,452,28.25,38.5,77,0.0094065
60,477.5,20.5,51.5,103,0.00076287
60,379.75,58.25,56.75,113.75,0.0010768
90,122.25,76.25,18,36.25,0.015242
90,467.25,108,24.75,49.5,0.0028424
90,228,65.25,26.75,53.5,0.024224
90,167.75,4.5,31.5,63.25,0.00031945
90,511.75,45.5,34.75,69.75,0.00044942
90,42.25,187,44.75,89.75,0.0030868
90,380.75,64,54,108.25,0.0035731
90,93.25,65.5,84,168,0.00012152
120,106,-4,16,32,0.0087536
120,162,-4,16,32,0.013952
120,307.25,89.5,18.5,37,0.0019123
120,204.25,38.75,21.75,43.75,0.0035722
120,466.25,108,26,52,0.0054633
120,227.5,65.75,27.25,54.5,0.0016713
120,511.25,45.25,35.25,70.75,0.0083858
120,302.25,68,40.25,80.75,0.0011805
120,380.75,64,54,108.25,0.002458
150,162,-4,16,32,0.011191
150,152.5,62.5,20.25,40.75,0.00043751
150,420.75,442.75,20.25,40.75,0.0043896
150,466.25,108,26,52,0.0004465
150,227.5,65.75,27.25,54.5,0.0044798
150,227.75,102.25,30,60.25,0.0015973
150,511,45.25,35.5,71.25,0.0054853
150,44,189,42.25,84.75,0.0027851
150,478.5,22.25,50.5,101.25,0.0075757
150,380.75,64.75,53,106,0.00595
180,496,80,16,32,0.00088745
180,35.75,170.5,17.5,35.25,0.0085968
180,122,75.75,19.25,38.75,0.0058993
180,162.5,183.75,22,44.25,0.0079179
180,167.5,8,30,60.25,0.00033882
180,44,189,42.25,84.75,0.0029214
180,479.75,24.75,49,98.25,0.0041361
180,380.75,64.75,53,106,0.019465
210,35.5,170,18,36,0.0008034
210,467,109.75,24.75,49.5,0.010812
210,228.5,67.75,24.75,49.5,0.010703
210,23.5,134.25,38.5,77,0.0063662
210,380.75,64.75,53,106,0.017593
210,147,106.5,62.5,125.25,0.001293
240,466.25,108,26,52,0.0085032
240,8,149,122.75,245.5,0.019821
240,380.75,64.5,53.25,106.75,0.0079647
270,162.25,-2,16,32.25,0.025057
270,121.75,80.25,17.5,35.25,0.0096331
270,127.5,179.75,26,52,0.0066072
270,228,68.75,26.75,53.5,0.022096
270,227,103.5,31.5,63.25,0.00085744
270,23.5,134.25,38.5,77,0.0074652
270,600.25,64.25,46.75,93.5,0.0011967
270,380.75,64,54,108.25,0.0033658
270,225.75,135,74.25,148.75,0.016564
270,210.5,158.75,122.25,244.75,0.048214
300,162,-4,16,32,0.018344
300,121.75,78,17.5,35.25,0.0098205
300,430,268,18.5,37,0.0011769
300,360.25,181.25,21.25,42.75,0.0091478
300,160.5,176.25,23.5,47.25,0.0041282
300,420.75,274.25,26,52,0.0014984
300,469.25,199.25,30.75,61.5,0.0012187
300,511,45.25,35.5,71.25,0.031692
300,402.5,294.5,34.75,69.75,0.002085
300,408.5,413.25,38.5,77,0.0010662
300,69,265,44.5,89,0.0017428
300,380.75,64,54,108.25,0.0018132
300,147,106.5,62.5,125.25,0.00037414
300,375,322,88.25,176.5,0.00067658
300,-23.75,120.5,136.25,272.75,0.0015378
300,394.25,100.5,148.25,296.5,0.036209
330,162.25,-2,16,32,0.018113
330,521.25,301.25,17.25,34.5,0.09329
330,548,258,16,32,0.0047192
330,34.5,171.75,16.75,33.5,0.0069744
330,183.25,11.5,20.25,40.75,0.0051525
330,228.5,69,26,52,0.0038283
330,456.75,168.25,27.25,54.5,0.00035526
330,167.75,170.75,31.5,63.25,0.00055482
330,227,103.5,31.5,63.25,0.0018358
330,511.75,50,34.75,69.75,0.0026944
330,510.5,293,38,76,0.024219
330,23.5,134.25,38.5,77,0.0081271
330,543.25,246.75,54,108,0.049711
330,380.75,64,54,108.25,0.0041417
330,497.25,95.5,136.25,272.5,0.047293
330,160.75,196.25,88.75,177.75,0.015879
360,326.5,186.5,16.75,33.5,0.0075699
360,161.25,-3.5,17.5,35.25,0.0016462
360,124,57.75,21.75,43.5,0.02298
360,539.75,292.25,19.5,39,0.020519
360,361.5,176.25,23.5,47.25,0.0016925
360,141.5,179.5,24.75,49.75,0.0043442
360,228.5,95,26,52,0.0012418
360,310,225.25,26,52,0.013064
360,466.25,108,26,52,0.00021382
360,587,222.5,55.75,111.5,0.0089356
360,37.25,187,52.75,105.75,0.0047526
360,103.25,86.5,59.5,119.25,0.0064554
360,278.5,138.25,119,238,0.069788
360,558.25,111,104.5,209,0.016521
390,80,-4,16,32,0.0056896
390,524,78,16,32,0.00081052
390,607.75,287,17,34,0.0078299
390,459,149.25,20.25,40.75,0.0049981
390,54.75,207.5,24.75,49.5,0.0030806
390,469.5,104.75,26,52,0.0024721
390,596.75,251,37.5,75,0.039048
390,442.75,211.5,30,60.25,0.00019016
390,446,288,35.25,70.5,0.017625
390,610.75,-7.5,33.25,66.5,0.015109
390,454,134.5,46.75,93.75,0.0052447
390,345.25,222.25,69,138.25,0.00061341
390,413.5,125.75,123.75,247.75,0.059042
390,586,183,76,152.25,0.0023938
420,20.25,170.5,17.5,35.25,0.0037255
420,443.5,-3.5,17.5,35.25,0.0060404
420,75.75,158.5,19.25,38.75,0.010033
420,557,282.5,19.25,38.75,0.0011245
420,108.5,200,21,42.25,0.014644
420,609.5,133.75,20.75,41.5,0.0076333
420,210.75,-4,23.5,47.25,0.00069234
420,524.25,38,38.5,77,0.00027656
450,106,170,16,32,0.013287
450,152,12,16,32,0.0036061
450,433.75,189.5,26,52,0.0019148
450,165.25,179,28.75,57.5,0.0087636
450,506.75,-12,50.25,100.75,0.007454
450,539,-19,62.5,125.25,0.0020609
480,100.25,232,16,32,0.00063898
480,337.75,183.75,17.5,35.25,0.010261
480,202.25,187.75,19.25,38.75,0.0062682
480,356.75,62.5,20.25,40.75,0.00018983
480,187,-4,23.5,47.25,0.0055244
480,375,110,38.5,77,0.0032774
480,100,-11,62.5,125.25,0.00036691
510,337.75,178.5,18,36.25,0.0089796
510,-4,160,20.25,40.5,0.070513
